WORD	EXPRESSED_MORAL	word_matches_potential_word_from data	adjusted_endorsement	most_similar_moral_word	word_matches_moral_word_from_original lexicon	similarity
perfidious	3.6
perilous	4.5
perilously	4.5
permisison	6.5
permission	6.5
permit	6.166666666669999
permitted	6.166666666669999
permitting	6.166666666669999
perserve	5.0
perseverance	5.75
petit-bourgeois	6.57142857143
petty-bourgeois	6.57142857143
petty-bourgeoisie	6.57142857143
petulant	3.5
polite	7.6
posiiton	7.6
position	7.6
postpone	4.57142857143
pre-eminence	6.833333333330001
pre-nominal	6.25
precarious	4.5
preeminence	6.833333333330001
premission	6.5
preponderating	4.0
preservation	5.0
preserve	5.0
primacy	6.833333333330001
pro-democracy	2.0
prodemocracy	2.0
prohibit	4.16666666666667
prohibiting	4.16666666666667
proletarian	6.57142857143
proletarians	6.57142857143
proletariat	6.57142857143
protest	2.7999999999999994
protester	2.14285714286
protesters	2.8
protesting	2.8
protestor	2.8
protestors	2.8
purist	5.88888888889
purposefulness	7.0
quasi-legal	7.8
racous	3.0
rank	6.466666666666666
ranked	7.2
ranker	5.0
rankin	5.0
ranking	7.2
rankings	7.2
raucous	3.0
re-classify	6.0
re-exportation	6.4
re-ranking	5.0
re-ranks	5.0
re-submit	4.75
rebel	3.0
rebelious	3.0
rebelling	3.0
rebellion	3.16666666667
rebellions	2.0
rebellious	2.7142857142900003
rebelliously	2.7142857142900003
rebelliousness	2.83333333333
reclassify	6.0
refusal	3.85714285714
refuse	3.85714285714
refuseto	3.85714285714
refusing	3.85714285714
regimented	4.6
reject	2.5
reliquidation	6.4
remonstrance	5.0
remonstrate	5.0
remonstrating	5.0
remuneration	5.25
renumeration	5.25
repressive	8.2
reprimand	5.16666666667
repsect	5.8
repudiate	4.0
resolute	3.5
respect	5.8
respectful	7.6
respecting	5.8
resubmit	4.75
reverance	5.57142857143
reverant	5.57142857143
revere	7.0
reverence	7.0
reverenced	6.666666666669999
reverent	5.57142857143
reverential	5.57142857143
reverentially	5.57142857143
reverently	5.57142857143
revering	7.0
revile	7.0
revolt	2.0
revolted	2.0
rigid	4.6
rigidly	4.6
rigorously	4.6
riot	2.3
rioted	2.3
rioter	2.14285714286
rioters	2.3
rioting	2.3
riotous	3.0
riotously	3.0
riots	2.14285714286
risky	4.5
rollicking	3.0
rowdy	3.0
samzenpus	4.375
scanlon	5.0
schismatical	4.0
sedition	3.0
seditionists	3.0
seditious	3.0
semi-deserted	3.8
semi-traditional	5.8
serve	4.8
serving	4.8
slashdotter	4.375
slightly	4.8
slippery	3.6
sobriquet	6.25
sobriquets	6.25
soldiery	4.75
solemn	5.57142857143
somewhat	4.8
son	7.666666666669999
sons	7.666666666669999
soulskill	4.375
spotlessness	7.0
status	5.16666666667
statuses	5.16666666667
step-father	7.666666666669999
stepfather	7.666666666669999
stepmother	6.5
stipend	5.25
stipends	5.25
stone-throwers	2.14285714286
strife	2.4
stringently	4.6
stymie	4.0
sub-caste	6.75
sub-classify	6.0
subcaste	6.75
subclipse	1.2
submission	6.0
submissions	4.375
submit	4.75
submitted	6.0
submitter	4.375
submitting	6.0
subservient	4.42857142857
subversion	1.2
subversive	1.2
subversiveness	1.2
subvert	3.0
subverted	1.2
subverting	1.2
sullen	3.5
sumbit	4.75
super-polite	7.6
superiority	6.833333333330001
supermacy	6.833333333330001
supremacy	6.833333333330001
sympathiser	7.8
sympathizer	7.8
tender-heartedness	5.833333333330001
thwart	3.0
tidiness	7.0
tortuous	3.6
toserve	4.8
totalitarian	8.2
tradional	5.8
tradition-minded	5.88888888889
traditional	5.8
traditional-minded	5.88888888889
traditionalist	5.88888888889
traitor	1.75
traitorous	4.55555555556
treacherous	3.6
treacherously	3.6
treachery	3.14285714286
treason	2.642857142855
treasonable	3.0
treasonous	4.55555555556
treasured	3.6
treasuring	3.6
troops	4.75
truculent	3.5
turncoat	2.2
tyrannical	8.2
ultra-polite	7.6
ultra-traditional	5.88888888889
unapologetic	3.5
unauthoritative	7.833333333330001
unbendingly	4.6
uncivilized	2.16666666667
unconcern	3.0
uncowed	3.5
undermine	3.0
unfaithful	2.0
unfaithfulness	2.28571428571
ungoverned	2.16666666667
uninhabited	3.8
uninominal	4.0
unionist	7.8
unlawful	3.2
unloyal	4.55555555556
unpatriotic	4.55555555556
unpleasantly	4.8
unpoliced	2.16666666667
untidiness	7.0
upbraid	5.0
upend	3.0
uprising	3.16666666667
uprisings	2.0
uproarious	3.0
usurp	3.0
valorem	6.4
venerate	7.0
venerated	7.0
venerating	6.666666666669999
veneration	6.666666666669999
vociferation	4.0
well-mannered	7.6
well-ordered	7.0
womanliness	5.833333333330001
womanly	5.833333333330001
worshipful	5.57142857143
