WORD	EXPRESSED_MORAL	word_matches_potential_word_from data	adjusted_endorsement	most_similar_moral_word	word_matches_moral_word_from_original lexicon	similarity
trashiest	1.33333333333
trashiness	1.33333333333
trashy	1.33333333333
trashy-looking	1.33333333333
turbid	4.5
tzniut	8.166666666669999
un-clean	2.76923076923
unabashed	6.0
unadulterated	6.0
unadultered	9.0
unadulturated	9.0
unalloyed	6.0
unappealing	2.42857142857
unblemished	4.0
unbridled	2.6
unchaste	2.66666666667
unchastity	2.66666666667
uncivil	4.28571428571
unclean	2.76923076923
uncleanliness	2.76923076923
uncleanness	2.76923076923
unclouded	4.5
undiluted	9.0
undistilled	6.0
unexceeded	8.333333333330001
ungodly	1.85714285714
unholy	8.5
unimprisoned	8.333333333330001
unmitigated	6.0
unrefined	6.85714285714
unrestrained	2.6
unspoiled	7.0
unstained	5.16666666667
unsterile	7.8
unsullied	7.0
untainted	2.0
unvirtuous	7.166666666669999
unwell	2.7142857142900003
unwholesome	8.4
unworldliness	8.14285714286
upright	6.0
vagabond	3.0
verdant	3.4
verdigris	3.3333333333333304
vertigo	4.8
vile	3.25
vileness	2.16666666667
virgin	7.555555555560001
virginal	7.57142857143
virign	7.555555555560001
virtue	7.42857142857
virtuous	7.166666666669999
virtuously	7.166666666669999
virtuousness	8.14285714286
vitriolic	4.28571428571
vituperative	4.28571428571
vituperous	4.28571428571
vixenish	1.33333333333
voluptuary	2.6
vulgar	2.8
vulgarities	2.6
vulgarity	2.6
wanton	2.6
wantonly	2.6
wantonness	2.6
wasteful	2.85714285714
well-refined	6.85714285714
wholesome	8.4
wholesomely	8.4
wholesomeness	7.1111111111100005
whore	1.57142857143
whorish	1.33333333333
whorishly	3.22222222222
wicked	1.85714285714
wickedest	1.85714285714
wickedly	1.85714285714
wickedness	1.85714285714
wretched	1.875
wretchedly	1.875
wretchedness	3.0
yuckiness	2.16666666667
